,Age,WorkClass,fnlwgt,Education,EducationNum,MaritalStatus,Occupation,Relationship,Gender,CapitalGain,CapitalLoss,HoursPerWeek,NativeCountry
10542,36.0,,146412.0,,10.0, Divorced,, Unmarried, Female,,0.0,, United-States
22392,40.0, Local-gov,261497.0,,9.0, Married-civ-spouse, Craft-repair, Husband, Male,,0.0,35.0, United-States
2573,56.0, Private,117881.0, 11th,7.0, Divorced, Machine-op-inspct, Not-in-family, Female,0.0,0.0,40.0, United-States
25192,26.0, Private,, Bachelors,, Never-married, Prof-specialty, Own-child, Female,0.0,0.0,40.0, United-States
3759,68.0, ?,196782.0, 7th-8th,4.0, Married-civ-spouse, ?, Husband,,0.0,0.0,30.0, United-States
4515,26.0, Private,181838.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,50.0, United-States
13638,58.0, Private,162970.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, Male,0.0,1977.0,60.0, United-States
16150,23.0, Private,96635.0, Some-college,10.0, Never-married, Machine-op-inspct, Own-child, Male,,0.0,30.0, United-States
16153,39.0, Private,114844.0, Bachelors,13.0, Never-married, Sales, Not-in-family,,0.0,1876.0,50.0, United-States
14728,43.0, State-gov,345969.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,50.0, United-States
13297,34.0, Self-emp-not-inc,169186.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,50.0, United-States
11734,65.0, ?,293385.0, Preschool,, Married-civ-spouse, ?, Husband, Male,0.0,0.0,30.0, United-States
600,54.0, Private,174806.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Wife, Female,0.0,0.0,40.0, United-States
28973,46.0, State-gov,363875.0, Some-college,10.0, Divorced, Protective-serv, Unmarried, Female,0.0,0.0,40.0, United-States
15870,36.0, Private,272944.0, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,60.0, United-States
10503,37.0, Private,202683.0, Some-college,10.0, Never-married, Tech-support, Not-in-family, Male,0.0,0.0,35.0, United-States
313,44.0, Private,184527.0, Bachelors,13.0, Divorced, Exec-managerial, Unmarried, Female,4934.0,0.0,45.0, United-States
20430,, Private,53367.0, 9th,5.0, Never-married, Other-service, Own-child,,0.0,,35.0, United-States
3197,51.0, Self-emp-inc,180195.0, HS-grad,, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,50.0, United-States
6831,36.0, State-gov,47072.0, HS-grad,9.0, Widowed, Other-service, Unmarried, Female,0.0,0.0,8.0, United-States
11995,43.0, Local-gov,43998.0, Bachelors,13.0, Divorced, Prof-specialty, Unmarried, Female,0.0,0.0,50.0, United-States
12616,49.0, Private,232586.0,,3.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
6517,24.0, Private,194748.0, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, Female,,0.0,49.0, United-States
4497,46.0, Private,111979.0, 7th-8th,4.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,47.0, United-States
12161,20.0, ?,40060.0, Some-college,10.0,, ?, Own-child, Male,,0.0,56.0, United-States
28033,61.0, Private,197286.0, 7th-8th,, Married-civ-spouse, Machine-op-inspct, Husband, Male,,0.0,40.0, United-States
5348,, Private,224424.0, Bachelors,13.0, Never-married, Other-service, Own-child, Male,0.0,0.0,40.0, United-States
20591,35.0, Private,361888.0, Some-college,, Divorced, Machine-op-inspct, Unmarried,,0.0,0.0,40.0, United-States
9645,29.0, Private,161615.0, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, Male,0.0,0.0,40.0, United-States
15368,22.0, Private,40052.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, Male,0.0,0.0,40.0, United-States
14853,, Private,398931.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, Male,0.0,0.0,, United-States
6478,43.0, Private,303051.0, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, Male,15024.0,0.0,40.0, United-States
7973,25.0, Private,67240.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child, Male,0.0,0.0,35.0, United-States
13766,43.0, Private,163769.0, 10th,6.0, Separated, Other-service, Unmarried, Female,0.0,0.0,40.0, United-States
5345,39.0, Private,172718.0, Some-college,10.0, Divorced, Sales, Unmarried, Female,0.0,0.0,40.0, United-States
11367,34.0, Local-gov,33731.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,40.0, United-States
738,56.0, Private,156052.0, HS-grad,9.0,, Other-service, Unmarried, Female,594.0,0.0,20.0, United-States
12816,31.0, Private,182177.0, Bachelors,13.0, Married-civ-spouse, Other-service, Husband, Male,0.0,0.0,40.0, Yugoslavia
1201,49.0, Private,169515.0, 10th,6.0, Never-married, Machine-op-inspct, Not-in-family, Female,0.0,0.0,40.0, United-States
6792,47.0, Federal-gov,191858.0, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Husband, Male,0.0,0.0,40.0,
7822,61.0, Private,213321.0, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, Male,0.0,0.0,40.0, United-States
28741,35.0, Self-emp-not-inc,, 5th-6th,3.0, Married-civ-spouse, Other-service, Wife, Female,0.0,0.0,15.0, Mexico
4317,40.0, Private,289403.0, Bachelors,13.0, Separated,,,,0.0,0.0,, United-States
15056,50.0, Private,338283.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
12097,21.0, Private,104981.0, Some-college,,, Prof-specialty,, Male,0.0,,48.0, United-States
28677,37.0, Private,184556.0, Some-college,10.0, Divorced, Tech-support, Unmarried, Female,,0.0,, United-States
31425,30.0, Private,182771.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,40.0, United-States
9511,19.0, Private,280146.0, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, Male,0.0,0.0,20.0, United-States
3983,64.0,,550848.0, 10th,6.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,,40.0, United-States
12823,44.0, Private,89172.0, Masters,14.0, Divorced, Adm-clerical, Not-in-family, Male,0.0,0.0,40.0, United-States
2485,38.0, Private,218490.0, HS-grad,9.0, Never-married, Craft-repair, Own-child, Male,0.0,0.0,40.0, United-States
17542,, Private,188503.0, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, Female,0.0,0.0,35.0, United-States
24736,17.0, Private,276718.0, HS-grad,9.0, Never-married,, Own-child, Male,0.0,0.0,20.0, United-States
95,20.0, Private,479296.0, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, Male,0.0,0.0,40.0, United-States
16146,19.0, ?,134974.0, Some-college,10.0, Never-married, ?, Own-child, Female,0.0,0.0,20.0, United-States
523,22.0, Private,143062.0, Some-college,10.0, Never-married, Farming-fishing, Own-child, Male,0.0,0.0,12.0, United-States
461,54.0, Local-gov,288825.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,40.0, United-States
29184,29.0, Local-gov,205262.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, Male,0.0,0.0,40.0, Ecuador
6390,57.0, State-gov,243033.0, Some-college,10.0, Widowed, Sales, Not-in-family, Female,0.0,0.0,40.0, United-States
4371,29.0, Private,52636.0, HS-grad,9.0, Married-civ-spouse, Transport-moving,, Male,0.0,0.0,40.0, United-States
11392,19.0, Private,323054.0, HS-grad,9.0, Never-married, Sales, Not-in-family, Male,0.0,0.0,30.0, United-States
10430,59.0, Private,124137.0, HS-grad,9.0, Divorced, Sales, Not-in-family, Male,2202.0,0.0,40.0, United-States
20072,65.0, ?,, HS-grad,9.0, Married-civ-spouse, ?, Husband, Male,0.0,0.0,1.0, United-States
3985,60.0, Private,124198.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,4386.0,0.0,84.0, United-States
26157,21.0, Private,149809.0, HS-grad,9.0, Never-married, Farming-fishing, Own-child,,0.0,,24.0, United-States
11879,43.0, Private,190044.0, 10th,6.0, Married-civ-spouse, Transport-moving, Husband, Male,,0.0,, United-States
5228,55.0, Self-emp-inc,147098.0, HS-grad,9.0, Divorced, Exec-managerial, Unmarried, Male,0.0,2444.0,60.0, United-States
10814,44.0, Private,173704.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, United-States
29103,47.0, Private,186534.0, HS-grad,, Married-civ-spouse, Sales, Husband, Male,,0.0,, United-States
14755,20.0, Private,286391.0, Some-college,10.0, Never-married,, Own-child, Female,2176.0,0.0,20.0, United-States
31807,51.0, Self-emp-not-inc,170086.0, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, Male,,0.0,45.0, United-States
23490,29.0, Private,, 9th,5.0, Never-married, Sales, Not-in-family, Female,0.0,0.0,48.0, United-States
31746,39.0, Private,42044.0,,7.0, Married-civ-spouse, Transport-moving,, Male,0.0,0.0,40.0, United-States
10704,24.0, ?,247734.0, Bachelors,13.0, Never-married, ?, Own-child, Male,,0.0,, United-States
28970,33.0, Private,181372.0, Masters,, Married-civ-spouse, Exec-managerial, Wife, Female,0.0,0.0,50.0, United-States
4681,35.0, Self-emp-not-inc,120301.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,45.0, United-States
3693,, Private,121993.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife,,0.0,0.0,5.0, United-States
29386,25.0, Private,178037.0, HS-grad,9.0, Never-married, Sales, Unmarried, Male,0.0,0.0,40.0, United-States
5390,53.0, Self-emp-inc,202069.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Wife, Female,0.0,0.0,30.0, United-States
27187,17.0, Private,369909.0, 10th,6.0, Never-married, Other-service, Own-child,,0.0,0.0,20.0, United-States
28512,26.0, Private,, Bachelors,, Never-married, Other-service, Other-relative, Female,0.0,0.0,40.0, United-States
7989,47.0, Local-gov,174533.0, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, United-States
12487,50.0, Private,195844.0, Doctorate,16.0, Never-married, Exec-managerial, Not-in-family, Male,13550.0,0.0,50.0, United-States
3386,38.0, Private,203836.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Male,3464.0,0.0,40.0, Columbia
9747,23.0, Private,81145.0, HS-grad,9.0, Never-married, Other-service, Other-relative, Female,0.0,0.0,40.0, United-States
2747,38.0, Self-emp-inc,186845.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
8401,22.0, Private,190457.0, 10th,6.0, Never-married, Other-service, Not-in-family, Female,0.0,0.0,35.0, United-States
14575,37.0, Private,38948.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,40.0, United-States
19103,23.0, Private,253190.0, Assoc-acdm,12.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,0.0,25.0, United-States
8830,53.0, Self-emp-not-inc,335655.0, HS-grad,9.0, Divorced, Sales, Not-in-family, Male,0.0,0.0,30.0, United-States
7077,37.0, Private,143774.0, HS-grad,9.0, Divorced, Exec-managerial, Unmarried, Female,0.0,0.0,50.0, United-States
9220,32.0, Private,181665.0, HS-grad,9.0, Never-married, Adm-clerical, Other-relative, Female,0.0,0.0,50.0, United-States
18693,57.0, Private,194850.0, Some-college,, Married-civ-spouse, Other-service, Husband, Male,0.0,0.0,40.0, Mexico
30473,46.0, Private,192894.0, 7th-8th,4.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,30.0, United-States
967,39.0, Private,141584.0, Assoc-acdm,12.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,60.0, United-States
17370,42.0,,267252.0, Masters,14.0, Separated,, Unmarried, Male,0.0,0.0,45.0, United-States
29475,31.0, Private,62165.0, HS-grad,9.0, Never-married, Other-service, Own-child, Male,0.0,0.0,40.0, United-States
12972,22.0, Self-emp-not-inc,279802.0, Some-college,10.0, Never-married, Prof-specialty, Own-child, Female,0.0,0.0,, United-States
14291,55.0, Private,53481.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,15.0, United-States
7233,21.0, Private,, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, Female,0.0,0.0,30.0, United-States
12668,53.0, Private,177916.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, Male,7298.0,0.0,40.0, United-States
17937,52.0, Private,194580.0, 5th-6th,3.0, Divorced, Farming-fishing, Unmarried, Male,0.0,0.0,40.0, United-States
977,40.0, State-gov,188693.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,35.0, United-States
10086,38.0, Private,172538.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,55.0, United-States
11053,, Private,127772.0, Bachelors,13.0, Never-married, Craft-repair, Not-in-family,,0.0,0.0,40.0,
5117,29.0, Private,159109.0, 11th,7.0, Never-married, Transport-moving, Unmarried, Male,0.0,0.0,40.0, United-States
21563,32.0, Private,, Bachelors,13.0, Divorced, Sales, Not-in-family, Male,0.0,0.0,45.0,
12582,55.0, Private,109075.0, 11th,7.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,5013.0,0.0,48.0, United-States
7867,21.0, Private,155483.0, Some-college,10.0, Never-married, Craft-repair, Not-in-family, Male,0.0,0.0,40.0, United-States
17765,23.0,,291011.0, HS-grad,, Never-married, Craft-repair,, Male,0.0,0.0,40.0, United-States
4540,41.0,,95047.0, Assoc-voc,11.0, Married-civ-spouse, Adm-clerical, Wife, Female,7688.0,0.0,44.0, United-States
18024,22.0, Private,233624.0,,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,43.0, United-States
27829,36.0, Local-gov,95462.0,,13.0, Divorced, Prof-specialty, Unmarried, Female,0.0,0.0,40.0, United-States
167,42.0, Private,190910.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,45.0, United-States
7206,25.0, Private,, 7th-8th,4.0, Never-married, Sales, Other-relative, Male,0.0,0.0,45.0, Guatemala
31220,56.0, ?,425497.0, Assoc-acdm,12.0, Married-civ-spouse, ?, Husband, Male,0.0,0.0,20.0, United-States
1280,30.0, Federal-gov,42900.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Male,0.0,0.0,40.0, United-States
19973,33.0, Private,312055.0, Bachelors,, Never-married, Exec-managerial, Not-in-family, Male,0.0,0.0,40.0, United-States
13838,22.0, State-gov,134192.0,,10.0, Never-married,, Own-child, Female,0.0,0.0,10.0, United-States
23891,49.0, Private,138370.0, Masters,14.0, Married-spouse-absent, Protective-serv, Not-in-family, Male,,0.0,40.0, India
6747,21.0, Private,176690.0, Some-college,10.0, Never-married, Other-service, Own-child, Male,0.0,0.0,24.0, United-States
13425,75.0, Self-emp-not-inc,92792.0, HS-grad,, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,35.0, United-States
2458,41.0, Self-emp-not-inc,171351.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,50.0, United-States
10654,58.0, Local-gov,310085.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, Male,0.0,0.0,40.0, United-States
2924,40.0, Private,220460.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, Male,,0.0,40.0, Canada
15395,47.0, Private,116641.0, Bachelors,13.0, Divorced, Prof-specialty, Unmarried, Female,0.0,0.0,4.0, France
5961,33.0, Private,150154.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,40.0, United-States
21291,47.0, Self-emp-inc,239321.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,40.0, United-States
15449,19.0, Private,83930.0, HS-grad,9.0, Never-married,, Own-child, Female,0.0,0.0,20.0, United-States
16865,, Private,163948.0, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, Male,0.0,0.0,40.0, United-States
22060,67.0, ?,209137.0, Bachelors,13.0,, ?, Husband, Male,0.0,0.0,40.0, United-States
19532,27.0, Private,133929.0, Bachelors,13.0, Never-married, Prof-specialty, Unmarried, Female,0.0,0.0,36.0, ?
13636,19.0, Private,167428.0, HS-grad,9.0, Never-married, Transport-moving, Own-child, Male,0.0,0.0,30.0, United-States
19692,, Local-gov,220656.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child,,0.0,0.0,38.0, England
11893,41.0, Private,49797.0, Some-college,, Separated, Exec-managerial,, Female,0.0,0.0,40.0, United-States
5677,46.0, Private,95864.0, Some-college,10.0, Divorced, Other-service, Unmarried, Female,0.0,0.0,40.0, United-States
3813,46.0, Private,201217.0, HS-grad,9.0, Divorced, Prof-specialty, Not-in-family, Female,,0.0,40.0, United-States
167,46.0, State-gov,102628.0, Masters,14.0, Widowed, Protective-serv,, Male,0.0,0.0,40.0, United-States
20061,56.0, Private,147989.0, Some-college,10.0, Married-spouse-absent, Transport-moving, Not-in-family, Male,0.0,0.0,40.0, United-States
7915,33.0, Private,231826.0, 7th-8th,4.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,40.0, Mexico
369,26.0, Private,190873.0, 10th,6.0, Divorced, Other-service, Unmarried, Female,0.0,0.0,40.0, Germany
19258,36.0,,77146.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, Male,0.0,0.0,40.0, United-States
31350,27.0, Private,, Bachelors,13.0, Never-married,, Not-in-family, Male,0.0,0.0,40.0, United-States
3859,, Private,316101.0, HS-grad,9.0, Divorced,, Unmarried, Female,0.0,,, United-States
21901,18.0, Private,173585.0, HS-grad,9.0, Never-married, Sales, Own-child,,0.0,0.0,18.0, United-States
7309,38.0, Private,179481.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,40.0, Poland
27540,34.0, Self-emp-inc,29254.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,70.0, United-States
10678,29.0, Private,79586.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,65.0, United-States
13148,45.0, Private,216414.0, Masters,14.0, Married-civ-spouse, Tech-support, Husband, Male,0.0,0.0,50.0, United-States
19447,48.0, Local-gov,81154.0,,11.0,, Protective-serv, Unmarried, Male,0.0,0.0,48.0, United-States
15711,24.0, Private,127159.0, Some-college,10.0, Never-married, Other-service, Other-relative, Female,0.0,0.0,24.0, ?
1796,24.0, Local-gov,137300.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, Female,0.0,0.0,20.0, United-States
9695,38.0, Self-emp-inc,298539.0, HS-grad,9.0, Never-married, Exec-managerial, Not-in-family, Male,0.0,0.0,50.0, United-States
13310,46.0, Private,243743.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,,40.0, United-States
5029,41.0, Private,43556.0, Assoc-voc,11.0, Divorced, Tech-support, Not-in-family, Female,0.0,0.0,40.0, United-States
9157,22.0, Private,167868.0, HS-grad,, Never-married, Sales, Not-in-family, Female,0.0,,30.0, United-States
1923,21.0, ?,124242.0, Some-college,10.0, Never-married, ?, Own-child, Female,0.0,0.0,40.0, United-States
2276,28.0, Private,437994.0, Some-college,10.0, Never-married, Other-service, Not-in-family, Male,0.0,0.0,60.0, United-States
15747,30.0, Private,, Assoc-voc,, Never-married,, Not-in-family, Male,0.0,0.0,40.0, United-States
11865,34.0, Private,181372.0, 11th,7.0, Married-civ-spouse, Other-service, Wife, Female,0.0,0.0,23.0, United-States
8124,20.0, Private,91819.0, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, Male,0.0,0.0,20.0, United-States
15612,51.0, Private,152652.0, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,45.0, United-States
2883,45.0, Private,270842.0, Masters,14.0, Divorced,, Not-in-family,,0.0,0.0,50.0, United-States
1071,18.0, Private,120599.0, 11th,7.0, Never-married, Adm-clerical, Unmarried, Male,0.0,0.0,40.0, United-States
29553,42.0, Private,, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, Male,0.0,0.0,40.0, United-States
9943,51.0, Private,135388.0, 12th,8.0, Widowed, Machine-op-inspct, Not-in-family, Male,0.0,1564.0,40.0, United-States
30677,18.0, ?,245274.0, Some-college,10.0, Never-married, ?, Own-child, Male,0.0,0.0,16.0,
14137,53.0, Private,173630.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, Male,0.0,0.0,40.0, United-States
21193,40.0, Private,107306.0, Bachelors,13.0, Married-civ-spouse,, Husband, Male,0.0,0.0,40.0, United-States
2913,55.0, Private,237428.0, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, Male,0.0,1504.0,40.0, United-States
4999,35.0, Private,141584.0, Masters,14.0, Married-civ-spouse, Adm-clerical, Husband, Male,0.0,0.0,45.0, United-States
5589,30.0, Private,149184.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,,0.0,45.0, United-States
8000,35.0, Private,399455.0, HS-grad,9.0, Married-spouse-absent, Other-service, Unmarried, Female,0.0,0.0,52.0, United-States
10761,27.0, Private,130492.0, 11th,7.0, Divorced, Craft-repair, Unmarried, Male,0.0,0.0,35.0, United-States
21850,53.0, Private,48413.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
18237,23.0, Private,133515.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, Female,0.0,0.0,35.0, United-States
21756,25.0, Private,456604.0, 11th,7.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,,0.0,40.0, United-States
24320,, Self-emp-inc,213140.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,1902.0,60.0, United-States
13773,32.0, Private,121769.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
10439,18.0, Private,155752.0, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, Female,0.0,0.0,30.0, United-States
22098,42.0, Federal-gov,33521.0,,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,, United-States
12368,, Private,108495.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, Male,0.0,0.0,40.0, India
1008,41.0, Federal-gov,171589.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,50.0, ?
7726,58.0, Private,, Some-college,10.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,45.0, United-States
31804,20.0, Federal-gov,347935.0, Some-college,10.0, Never-married,, Own-child, Male,0.0,0.0,40.0,
4860,, Local-gov,88904.0, Bachelors,13.0, Separated, Prof-specialty, Unmarried, Female,0.0,0.0,40.0, United-States
11841,73.0, Private,157248.0, HS-grad,9.0, Widowed, Adm-clerical, Not-in-family, Female,0.0,0.0,20.0, United-States
3798,43.0, Private,196158.0, Some-college,10.0, Divorced, Adm-clerical, Unmarried, Female,0.0,0.0,38.0, United-States
5240,, Private,, Assoc-acdm,12.0, Never-married, Tech-support, Own-child, Female,0.0,0.0,40.0, United-States
18968,, Private,154210.0, 11th,7.0, Married-spouse-absent, Sales, Own-child, Male,0.0,0.0,35.0, India
17570,49.0, Private,195956.0, Bachelors,13.0, Divorced,, Unmarried, Female,,0.0,35.0, United-States
20100,65.0, Private,85787.0, 7th-8th,4.0, Married-civ-spouse, Craft-repair, Husband,,0.0,0.0,40.0, United-States
22962,33.0, Self-emp-not-inc,24504.0, Some-college,, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,60.0, United-States
10701,52.0, Private,251585.0, 10th,6.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,55.0, United-States
2514,18.0, Private,183274.0, 11th,7.0, Never-married, Other-service, Own-child, Female,594.0,0.0,30.0, United-States
9565,62.0, Private,261437.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
972,40.0, Self-emp-not-inc,173651.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,45.0, United-States
1337,40.0, Private,240124.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, United-States
24454,, Private,207568.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,5178.0,,40.0, United-States
31369,51.0, Private,293802.0, 5th-6th,3.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,0.0,52.0, United-States
18802,34.0, Private,24529.0, HS-grad,9.0, Widowed, Adm-clerical, Unmarried,,0.0,0.0,15.0, United-States
19818,, Private,183594.0, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, Male,0.0,0.0,50.0, United-States
7622,48.0, Local-gov,216689.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
243,62.0, Self-emp-not-inc,177493.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,32.0, United-States
8353,, Private,120238.0, Bachelors,13.0, Never-married,, Not-in-family,,3325.0,0.0,40.0, United-States
5269,59.0, Private,43221.0, 9th,5.0, Married-civ-spouse,,, Male,0.0,0.0,60.0, United-States
11714,29.0, Private,212102.0, HS-grad,9.0, Separated, Other-service,, Female,0.0,0.0,30.0, United-States
29744,66.0, State-gov,162945.0, Prof-school,15.0,, Exec-managerial, Husband, Male,20051.0,0.0,55.0, United-States
27897,30.0, Local-gov,,,9.0, Married-civ-spouse, Adm-clerical, Wife, Female,0.0,,40.0, United-States
21895,71.0,,303860.0, Masters,14.0, Widowed,,, Male,2050.0,0.0,20.0, United-States
10843,27.0, Private,37088.0, Bachelors,13.0, Married-civ-spouse,, Husband, Male,0.0,0.0,30.0, United-States
21651,31.0,,, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, Male,2174.0,0.0,40.0, United-States
16569,64.0, Local-gov,84737.0, HS-grad,9.0,, Other-service, Husband, Male,0.0,0.0,35.0, United-States
6032,34.0, Private,96483.0, Assoc-acdm,12.0, Never-married,, Not-in-family, Female,8614.0,0.0,60.0, United-States
22565,53.0, Private,48641.0, 12th,8.0,, Other-service,, Female,0.0,0.0,35.0, United-States
28257,47.0, Local-gov,128401.0, Doctorate,, Never-married, Prof-specialty, Unmarried, Female,0.0,0.0,40.0, United-States
5236,38.0, Private,, Some-college,10.0, Married-civ-spouse,, Husband, Male,,,40.0, United-States
25418,39.0, Private,, HS-grad,9.0,, Handlers-cleaners, Not-in-family, Male,0.0,0.0,40.0, United-States
32460,, Private,128092.0, HS-grad,9.0, Widowed, Adm-clerical, Not-in-family, Female,0.0,0.0,, United-States
8770,23.0, Private,215395.0, Some-college,10.0, Never-married, Craft-repair, Not-in-family, Male,0.0,0.0,40.0, United-States
3059,22.0, Private,185582.0, Some-college,10.0, Never-married, Sales, Not-in-family, Male,0.0,0.0,25.0, United-States
22452,, Private,355954.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,,0.0,60.0, United-States
15714,42.0, Private,119941.0, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, Female,0.0,0.0,40.0, United-States
19689,80.0, Self-emp-not-inc,562336.0, HS-grad,9.0,, Farming-fishing, Husband, Male,0.0,0.0,20.0, United-States
10371,54.0, Private,103580.0, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, Female,0.0,0.0,40.0, United-States
11404,21.0, Private,23813.0, 10th,6.0, Divorced, Craft-repair, Not-in-family, Male,0.0,0.0,40.0, United-States
30805,40.0, Private,205047.0, HS-grad,9.0,, Craft-repair, Not-in-family, Male,0.0,0.0,40.0,
